641,1
6348,2
4273,3
6631,3
3420,3
4315,4
6280,4
5204,4
6852,4
5169,5
3887,6
4641,7
1495,7
5680,7
6348,8
1827,8
3809,9
2128,10
1691,11
6012,11
3276,11
5359,12
3750,12
4555,12
6803,12
3922,13
3923,13
3924,13
3921,13
4118,14
4974,15
4474,15
582,16
4107,17
4328,17
6147,18
2563,19
254,20
6957,21
1789,22
2562,23
1827,23
5385,24
6382,24
3657,24
6039,24
5351,24
4010,24
5001,24
1683,24
551,24
6141,24
3891,24
5113,24
2603,24
3088,24
7044,24
4120,24
3703,24
394,24
4659,24
5905,24
1789,25
6440,26
448,27
4208,27
431,27
5691,27
4217,28
3597,28
1300,28
95,28
1299,28
566,29
3945,29
1583,29
3290,29
4288,29
5182,30
1809,30
5473,31
4009,31
3473,31
2125,32
5974,32
6871,33
3562,33
5763,33
2811,33
3366,33
7006,34
5600,35
2847,35
3547,36
90,37
6214,37
5035,38
4786,38
36,38
5627,38
7011,38
2404,38
446,39
7021,40
5676,41
2825,41
4537,41
4680,42
2067,43
4059,44
845,45
132,46
5562,46
4306,46
2026,46
34,46
3607,46
1494,46
316,46
6352,46
1967,46
2901,46
5748,47
3489,47
2675,47
1952,47
6196,47
40,47
3660,47
2067,47
3210,47
6073,47
3376,48
2157,49
4948,50
3010,50
4907,50
2958,50
3004,51
3662,52
3493,53
6084,54
3013,54
2155,55
1895,56
544,57
2124,57
2744,57
1253,57
2786,57
3596,57
4954,57
5423,57
3259,57
3052,57
3090,57
3955,57
4018,57
947,57
3674,57
5317,57
2802,57
5553,57
4095,58
3518,59
3518,59
3639,60
2707,60
4149,60
1417,60
3590,60
6155,60
4598,60
2877,60
3657,60
7064,60
4158,60
3526,60
3198,61
1743,62
3518,63
3518,63
1230,64
5412,65
1342,66
4650,67
6646,68
3155,68
3783,68
6658,68
6070,68
6781,68
6983,68
1270,68
966,69
3797,70
3750,70
1447,71
3995,72
22,73
6926,74
6542,74
4288,74
3070,74
103,74
188,75
28,75
5879,76
2182,77
3350,78
792,79
3669,80
4799,80
4653,80
7000,80
1152,80
2230,81
5419,81
2914,81
1080,81
2832,81
2213,81
6678,81
2000,81
154,81
6008,82
4494,82
6885,82
1999,82
4132,82
4180,82
1567,82
3501,82
2492,82
2616,82
5322,82
1147,82
1297,82
4023,82
3603,82
3794,82
712,82
7007,82
4826,83
6966,83
2740,83
1230,83
3535,83
4695,83
2625,84
6128,85
2604,85
1208,85
2175,85
6114,85
6280,85
2726,85
4459,85
319,85
3443,85
4693,85
5113,85
6872,86
1956,86
4952,87
4857,88
1675,89
5601,90
185,90
5796,91
6661,92
3139,93
4664,94
4112,94
2682,95
1928,96
3886,97
1417,97
4706,98
4887,99
1231,100
2816,100
4272,100
1185,100
5486,100
1734,101
6418,102
3545,102
2384,103
70,103
6072,103
6791,103
4870,103
2490,103
1350,103
4418,103
7062,103
6150,103
2424,103
573,103
1602,104
1600,104
470,104
269,104
921,105
1994,105
5672,106
2213,106
1453,106
2775,106
3027,106
2477,107
4690,108
1008,108
5030,108
6795,109
2264,109
4759,109
867,109
6188,110
2488,110
2209,111
3116,112
6726,112
3809,112
5918,113
4220,114
5494,115
3780,116
5697,116
5261,116
1899,116
5035,116
4245,116
205,116
2311,116
2899,116
6096,116
7025,116
4552,116
5046,116
5562,116
5251,116
1755,116
5201,117
3394,117
2554,117
3337,117
5813,118
2089,119
5055,120
5990,120
2739,121
3866,122
5046,123
431,123
4445,124
4217,124
1461,125
5410,125
3620,126
2111,126
3584,126
5196,127
3963,127
1483,127
5513,127
1983,127
2526,128
5261,129
5088,130
3140,130
6104,131
3031,132
880,132
4531,132
7026,132
1486,132
655,132
3375,132
1182,132
372,132
3887,132
567,132
4202,132
2545,132
2010,132
6366,132
634,132
1631,132
2111,132
2688,132
7065,132
4783,132
2182,132
867,132
5644,132
2791,132
2243,132
231,132
1448,132
3448,132
5164,132
4084,132
3721,133
2885,133
5755,133
2947,133
6106,133
6532,133
445,133
5570,133
2341,133
3403,133
3806,133
420,133
3947,133
4884,133
2373,133
4886,134
2204,135
6504,136
6148,137
2391,138
3536,138
1380,138
5986,139
1111,140
1240,140
2136,140
3490,141
2210,142
659,142
6221,143
467,143
1575,143
3280,143
5610,143
2439,143
6262,144
4401,144
2850,144
5736,144
1052,144
264,144
6542,145
2685,146
2951,146
3129,147
6134,147
6460,147
4706,148
784,149
5013,150
6038,151
3158,152
622,153
4738,153
4522,154
2839,155
4708,155
1226,155
5367,155
551,156
2839,157
6293,157
1187,157
5923,157
1788,157
5262,157
197,157
2018,157
6712,158
1845,158
3886,158
3662,158
7049,158
2656,159
121,160
6151,161
5445,162
5952,163
3396,163
3011,164
5335,165
165,165
1132,165
1132,165
4616,166
2034,166
3510,166
495,167
477,168
3393,169
4238,170
6317,171
6036,172
6939,172
4266,172
2298,172
1572,173
2283,174
2282,174
1004,174
395,174
214,174
843,174
5144,174
1006,174
6908,175
4192,175
2604,176
975,177
4039,177
5387,177
4864,177
975,177
3797,178
2670,179
1737,179
3941,179
1208,179
575,179
5562,179
2675,179
3420,179
2825,179
4818,180
1199,181
4663,181
4721,181
4470,181
4932,181
963,181
3568,181
6528,181
2935,182
3094,182
2388,182
7048,183
3436,184
825,184
120,185
6748,185
2141,185
5013,186
2160,187
480,187
3643,188
926,189
1990,190
2344,190
1547,190
2408,191
5505,192
5242,193
2961,194
5016,195
4623,195
5148,196
4811,196
3591,196
4726,196
4963,196
4024,196
3566,196
6201,196
2986,196
5282,196
6346,196
4233,196
878,196
1772,196
6291,196
5777,196
4637,196
5709,196
370,196
