24,1
75,2
1,2
59,3
58,3
24,4
59,5
58,5
24,5
67,6
24,6
12,6
12,7
24,7
12,8
58,9
12,9
59,9
1,10
75,10
17,10
4,11
12,12
29,12
12,13
4,13
24,14
12,14
33,14
75,15
36,15
25,16
24,16
12,16
17,16
75,17
61,17
1,18
75,18
24,19
8,19
37,20
24,20
12,20
36,21
75,21
4,22
24,22
8,22
1,23
17,23
75,23
45,24
31,25
12,25
12,26
24,27
12,28
17,28
1,29
17,29
12,30
43,30
49,30
58,31
12,31
24,31
61,32
22,33
61,33
1,33
24,34
17,34
24,35
17,35
24,36
59,37
58,37
24,38
25,38
37,39
24,39
25,39
24,40
17,40
12,41
29,41
29,42
41,42
1,42
41,43
12,43
12,44
1,44
24,45
37,45
36,46
75,46
12,47
1,47
4,47
1,48
77,48
12,49
1,49
17,49
24,50
78,50
59,51
12,51
12,52
58,52
17,53
12,53
1,53
24,54
25,54
58,54
17,55
75,55
24,56
21,57
12,57
24,58
45,58
17,59
75,59
8,60
58,60
24,60
24,61
58,61
24,62
77,62
46,63
75,63
75,64
46,64
61,65
5,65
31,65
12,66
32,66
24,67
17,68
1,68
24,69
58,69
24,70
58,70
8,70
24,71
58,71
24,72
1,73
12,74
61,74
77,75
1,75
17,76
24,76
25,77
58,77
12,77
24,78
45,78
29,79
31,79
5,79
12,80
29,80
24,81
76,81
24,82
24,83
58,83
3,83
37,84
24,84
24,85
29,86
24,86
34,86
24,87
46,87
12,88
24,88
30,88
4,89
29,89
76,90
39,90
24,90
12,91
65,91
12,92
17,92
1,93
41,93
12,94
5,95
29,95
45,95
12,96
25,96
24,96
37,96
12,97
59,97
58,97
75,98
17,98
24,99
58,99
37,100
24,100
75,101
58,101
12,102
58,102
31,102
75,103
48,103
4,104
1,104
12,104
67,105
25,105
12,105
21,106
58,106
12,106
12,107
14,108
45,108
24,109
29,109
58,110
59,110
12,110
59,111
58,111
12,112
1,112
24,113
1,113
17,113
12,114
77,114
24,115
24,116
58,116
31,116
77,117
1,117
24,117
58,118
12,118
24,118
12,119
63,119
24,120
24,121
35,121
45,122
49,122
12,122
12,123
37,123
15,123
37,124
24,124
24,125
59,125
12,125
58,126
24,126
12,127
58,127
24,128
37,128
58,128
16,129
24,129
17,130
12,130
46,131
36,131
36,132
46,132
36,133
66,133
36,134
66,134
36,135
66,135
36,136
75,136
24,137
26,137
58,138
59,138
12,138
75,139
46,139
75,140
73,140
17,141
24,141
12,142
18,142
24,143
12,144
45,144
75,145
17,145
52,145
24,146
58,146
24,147
17,147
24,148
36,148
36,149
24,150
37,151
24,151
24,152
37,152
24,153
24,154
12,154
75,155
17,155
24,156
52,156
75,156
75,157
17,157
24,157
42,158
24,158
29,159
31,159
58,160
24,160
58,161
24,161
58,162
24,162
17,163
24,163
12,164
58,164
24,165
